sector;province;2018-01;2018-12;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2019-06;2018-08;2018-09;2018-10;2018-11;2019-01;2019-02;2019-03;2019-04;2019-05;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2021-05;2020-06;2020-07;2021-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2022-04;2021-06;2022-06;2022-05;2021-08;2022-08;2022-07;2021-09;2021-10;2022-10;2021-11;2022-11;2021-12;2022-12;2022-01;2023-01;2022-02;2023-02;2022-03;2023-03;2023-04;2023-05
 Meyve Sebze Mamulleri ;IĞDIR;73.9756;76.83599;34.11881;123.05632;103.85659;103.02347;173.69146;377.1353;137.17533;154.93796;103.54724;130.79238;74.96429;86.83;124.5001;93.22779;141.26846;219.9861;173.97785;114.22088;266.10398;166.95369;113.95649;138.5702;87.84356;125.53075;185.35735;135.6815;156.07667;430.74606;329.28926;221.74422;195.50423;153.24563;200.96504;124.81829;206.52413;112.47422;180.43656;210.72717;345.50411;529.12058;382.88767;572.41931;283.79383;213.7423;237.85974;267.8622;173.83268;440.40827;206.52413;165.65048;274.54008;96.07212;154.01893;130.43459;175.0569;117.16928;330.6105;134.61474;253.65272;170.51285;240.02048;187.04656
 Mücevher;IĞDIR;0.17723;0;0.19979;0.22379;0;0.01465;0;1.6334;0;0.01608;0.15409;0;0.00872;0;0;0;0;0.71118;0;0.02112;0;8.16357;0.22777;0.01644;0.0429;0.13932;0.05848;0;0.07738;2.17756;0.04431;0.21489;1.17197;0.26033;0.96737;0.86304;1.72807;1.13063;1.41428;2.27056;1.17093;0.92213;0.74909;2.13628;1.98593;0;1.11622;0;0;0.94153;1.72807;0;2.47342;0.00978;5.14022;0;3.28587;0;5.65259;0.66656;2.46068;0;0;0
 Otomotiv Endüstrisi;IĞDIR;40.27333;72.39664;43.17522;64.73555;112.56916;255.53393;123.77594;90.40404;128.48509;68.50566;81.04746;113.28946;45.10287;220.23271;79.18587;38.11417;114.11814;98.79931;135.54156;337.66567;188.75202;216.09796;427.67721;244.31454;54.09288;157.28059;119.28563;48.35911;145.11376;86.16173;227.02544;179.8155;58.11925;188.96314;142.67765;163.67279;127.98173;103.63749;12.28913;90.21714;157.74689;119.25902;91.89941;77.19107;62.13719;28.17828;50.00401;51.93429;78.76974;85.49914;127.98173;18.45966;46.36973;51.70408;115.42096;28.54754;61.64439;91.81523;107.83004;181.15644;111.92093;26.56566;107.70351;40.37004
 Su Ürünleri ve Hayvansal Mamuller;IĞDIR;34.19463;35.75495;33.4198;26.19457;16.35377;28.84754;15.94938;29.71393;9.56807;24.7885;11.35794;75.97701;147.02394;94.24404;55.79627;12.71783;20.98677;26.52416;21.22859;15.26472;60.01583;66.45611;56.06368;30.27065;40.81249;40.98885;100.15305;78.9302;83.44567;140.88752;62.88188;67.27125;50.40433;63.67209;83.96855;66.46766;342.33063;86.30088;47.49162;68.35361;79.38103;106.35749;105.13478;204.09431;45.11588;44.06945;127.96517;117.96235;88.44138;497.35806;342.33063;93.70751;70.48144;39.73476;113.07139;30.31358;42.1406;23.90513;91.17457;65.68047;62.13872;40.3027;51.91123;61.10315
 Tekstil ve Hammaddeleri;IĞDIR;244.37305;57.97017;400.9276;297.76699;295.58376;209.66561;142.63315;257.70413;170.5619;166.34809;123.30076;32.70447;207.07043;117.62119;141.1457;183.30033;46.29339;200.91278;121.46527;85.04738;105.35054;43.43616;96.72432;129.09153;128.60998;18.08296;160.42556;59.23643;155.34763;100.71704;194.729;143.22851;19.41491;134.84318;110.23532;88.83361;90.15606;169.44082;60.64308;126.02807;65.72606;147.77679;298.61156;224.3678;248.1155;202.63415;74.18418;393.81559;318.31918;200.28524;90.15606;752.73904;97.37563;380.10695;83.93206;213.42265;88.72609;324.12734;294.87743;152.28892;229.62484;135.59455;94.4957;189.21686
 Yaş Meyve ve Sebze  ;IĞDIR;157.81935;8.46921;224.06235;172.1848;122.03022;69.05187;102.89506;148.0156;43.59364;0.59351;7.51573;14.76541;4.04036;11.51151;9.80663;16.40954;38.4025;6.93935;16.60135;0.16981;15.73462;9.92705;7.80953;2.55345;0;0.29798;125.74545;70.04498;34.50544;40.30279;25.41398;9.36868;112.51792;5.64289;47.83283;12.87335;2.47901;42.15054;12.00516;35.58454;162.68489;67.81193;106.74538;293.4755;406.10427;28.06811;0.43569;53.72329;312.10289;12.1898;2.47901;59.4573;12.29102;176.64994;73.21799;88.29218;17.5481;361.75854;70.60312;368.03932;160.97874;316.15868;92.91198;55.28585
 Zeytin ve Zeytinyağı ;IĞDIR;4.7689;44.83583;44.89053;9.15197;69.95179;21.52577;21.23556;28.04622;2.5498;7.62897;88.57925;19.8825;19.17459;3.0722;13.88646;45.82123;2.55339;34.91507;3.46752;2.75441;14.02024;10.90744;31.73432;19.98697;11.24517;5.43772;46.14245;62.68386;9.82369;13.36167;26.44865;78.50605;13.10909;8.64624;47.02655;14.61345;1.79506;54.61267;18.01785;10.4468;89.01837;22.79139;17.15028;1.21552;160.03043;2.57176;25.0457;6.75473;3.11619;0.85876;1.79506;6.42791;2.2714;31.24952;2.16364;0.74941;30.42468;1.4382;0.26169;76.02863;29.27245;24.94953;32.64665;23.90404
TOPLAM;IĞDIR;7702.90405;5686.99086;8980.74326;6957.29628;6075.34502;7156.30479;6678.91431;6869.35735;4855.09939;5048.98938;7560.45481;7085.74071;6416.23748;4318.51435;4163.0742;4966.41982;5497.3919;6806.33516;6036.11505;5837.90163;8316.74032;6731.0083;7382.19305;6536.44464;4998.62203;5970.93692;6398.58796;4997.89686;5049.72726;7479.30693;8205.27824;6627.94617;7992.17008;5951.66285;8307.18709;6546.09823;8658.74493;7857.86458;5641.06724;7538.80287;7878.78463;7012.48116;10522.29512;8637.68299;9449.31915;7094.57236;7351.49149;11365.48599;8145.1294;10218.70416;8658.74493;11992.7939;7896.34141;9786.08548;8115.92968;7127.39051;6391.0256;4937.25704;7365.78206;6083.55773;8089.51119;6794.73079;5355.15109;7593.82197
 Çelik;ISPARTA;26.77674;333.09765;34.70947;0.30137;58.54265;21;34.04044;91.94142;35.2;1.83165;74.58206;6.78692;36.6;766.8291;266.82445;33.09319;1.12008;716.41997;426.54183;88.72144;30.96443;119.21562;150.42501;9.1562;19.7603;200.98885;228.72978;0.79732;87.29321;114.51475;0.87013;0.93266;245.41765;15.64931;16.91326;28.8104;35.10654;435.60433;385.35399;182.14367;7.74551;86.91649;46.89922;48.93662;231.71048;144.78981;709.54864;199.08644;285.04652;101.01881;35.10654;46.22037;66.39391;92.4564;6.75535;42.43006;87.50417;33.91938;78.84855;303.84544;14.12539;391.48164;97.2631;333.37048
 Çimento Cam Seramik ve Toprak Ürünleri;ISPARTA;3.75448;3012.0677;2651.25187;1376.54898;26.277;3027.58732;1828.6051;1821.15406;1419.6986;707.59456;1551.79402;662.25361;60.90117;34.02089;1148.59289;2719.71173;471.87479;785.93774;2577.85556;672.55522;70.28879;1909.47368;345.39645;700.0382;3332.89772;2457.39298;3562.22896;4580.99206;2768.34263;3929.28362;5357.00593;3681.02253;4879.96154;2085.75655;1921.72655;1429.68783;3015.11181;1268.93278;1585.09381;1197.28042;3593.54674;2424.19641;2490.46913;882.76173;4248.64943;3190.73336;2053.24064;6272.64316;3044.03313;2981.2088;3015.11181;9036.78802;2575.89735;4088.40363;4853.19072;7960.31058;3997.36604;1458.25038;4692.15768;3308.82568;1560.81634;8303.01857;4450.77864;3368.86493
 Demir ve Demir Dışı Metaller ;ISPARTA;9.69676;747.66288;218.21343;536.88329;114.74059;31.30485;74.02132;80.7966;745.48557;41.13423;34.13507;206.37953;596.70012;669.60603;583.79343;310.70049;347.76716;514.68238;358.58958;90.69227;548.07703;588.82115;239.16588;173.67046;124.70317;97.73035;125.64307;64.47584;240.95081;693.11585;230.27531;157.2484;319.53508;244.73553;190.47233;248.3154;271.77624;281.10837;99.3702;139.79112;41.21626;488.5181;383.65834;479.55555;271.32306;342.08915;330.00168;375.12204;167.51598;173.06815;271.77624;242.2016;185.81765;314.15689;228.89575;143.49596;142.5808;194.12221;211.04979;236.24894;453.20229;590.13841;279.10398;336.4188
 Deri ve Deri Mamulleri ;ISPARTA;0;0;0;7.64916;0;6.33064;0;0;0;0.18425;0;11.95584;0;0;15.2825;0;0;0;0;0;4.69635;0;0;0;0.06781;0;0;0;0.77726;1.625;0.01;0;0;0;0;0.07401;2.06597;0;0;0;0;0;2.35134;3.65376;2.12069;0;0.05859;0.51;3.57906;40.42511;2.06597;4.39;0.1907;0.91837;10.34445;7.14991;0.24253;5.9666;11.37321;0;2.13519;0;0.0543;0
 Diğer Sanayi Ürünleri;ISPARTA;9.19318;0;0;0;0.05556;0;6.72445;13.87158;0;0;0;0;6.71519;0;3.8;14.74333;0;0;9.17528;11.14845;5.96989;3.91585;0;15.1;10;10.5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.24;0;0;15.2247;0;64.85078;0;0.0581;46.41012;0;27.59887;0;0;0;52.35459;0;28.17762;0;21.86684;0
 Fındık ve Mamulleri ;ISPARTA;0;159.57018;0;0;0;0;13.94;0;0;0;0;0;197.21123;105.25376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.69757;0.58323;0;0;0;0;0;17.27375;0.32389;0;0;0;0;0;0;0;0;0;0;0;0;1.60065;2.00224;0;0;0;1.72045;0;0;0;0;0;0
 Halı ;ISPARTA;1642.51336;489.27875;1306.43082;1556.35736;1093.78775;1172.37895;848.00592;792.13514;845.9923;587.32489;1185.63044;1242.41137;913.45659;840.46542;750.30661;959.95421;969.86732;856.63502;1207.82847;1023.68465;865.12314;1217.27091;1561.5242;1173.03141;981.22788;1297.14582;981.96324;424.82452;110.06316;2037.99718;473.96051;1283.5285;1234.19056;961.56598;1115.12775;1526.17506;2165.65627;853.33847;1478.68781;1688.49801;2000.36205;1702.54542;1855.03912;1942.23344;2270.01337;1919.48326;1222.01848;2105.85381;1106.47294;1761.61791;2165.65627;1642.20482;1600.29317;1437.65236;1495.91591;1268.06201;1411.60293;1547.94456;1380.1418;1462.67849;2276.44193;1983.96919;1228.66411;1481.89006
 Hazırgiyim ve Konfeksiyon ;ISPARTA;1241.09669;1007.98369;1779.03931;1513.99768;1552.14772;1959.93901;826.59103;2093.3162;897.7632;1310.73119;1707.33912;1216.08078;2533.83044;1801.99077;2432.93845;2983.2454;2091.19583;1698.19411;2965.83506;2412.87661;3366.80202;1839.49865;2817.13047;1140.4764;2012.72834;3320.19444;1442.10845;1403.09481;737.28244;1398.24778;1252.49522;4541.85054;2069.6224;5401.51179;4605.56607;1969.10669;1962.68188;1818.57798;821.16632;1535.75097;2039.7992;1169.77252;3785.09963;2037.05455;2365.21403;1413.45393;1470.14426;1545.20575;1257.82103;2364.18478;1962.68188;2102.21521;1970.08814;846.45182;839.46591;748.17373;1647.5476;2563.04529;3230.62964;2614.2344;3264.11905;1119.12791;2599.76828;1641.09981
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;ISPARTA;225.74892;341.21796;281.41414;332.33;130.17025;304.14784;260.39636;182.77252;249.49691;364.72833;355.53266;301.20576;617.01631;275.58827;76.09536;603.6456;165.79669;251.37546;73.69736;296.67775;468.7438;317.09069;363.19341;197.2656;174.63312;245.04675;103.54305;201.80215;196.97916;286.88082;259.9762;431.66959;249.58577;382.87722;596.19894;210.46844;1080.43676;408.71837;304.27546;442.7722;523.53953;258.56903;327.79328;126.87147;276.18656;434.31102;754.18269;2055.05734;816.23855;989.73891;1080.43676;1024.4783;518.14486;566.28254;1012.35134;337.43816;856.90986;467.39353;449.60437;583.12606;641.384;479.44882;388.66737;405.71751
 İklimlendirme Sanayii;ISPARTA;2201.57926;1759.42849;3991.52716;3911.71323;1758.91202;2170.91499;1866.12965;2354.11536;1647.93913;1828.97877;2384.27393;3186.13781;2571.07296;846.86582;1374.70981;1230.97604;1623.59143;1977.87104;2857.32536;3208.36309;2638.42395;3608.00191;2600.06223;1744.77188;852.81813;893.91557;575.78383;786.01473;491.81754;1235.71395;1215.36589;1062.08892;1040.18619;1278.14316;1558.83868;2686.88052;1675.59472;1237.72103;702.22434;777.11394;629.27535;1666.61627;1626.1734;1585.15886;1716.67496;1699.73566;1535.80279;1399.18616;1273.30794;2338.95672;1675.59472;2553.37414;1862.63377;2123.13658;1302.18382;1571.0955;979.3191;1029.49297;1367.36913;1018.84579;1276.40759;1273.87404;976.2456;739.38687
 Kimyevi Maddeler ve Mamulleri  ;ISPARTA;4472.52823;1601.5833;2653.87788;1391.46507;1507.03938;1490.17732;2995.12269;8689.34413;1279.36378;5304.50667;4976.89208;3413.1163;2754.66458;3379.77738;2354.73999;2860.35915;1703.58465;2406.98264;6042.45471;5565.12985;2098.44777;3235.04204;3228.45592;2064.38739;2577.9946;2177.0936;1240.0014;1963.672;545.8653;858.51444;1069.39502;4000.0154;2822.21029;3430.44153;1520.16093;2718.31768;2474.98601;2547.70263;2802.22117;3486.39704;2181.41261;2564.04617;1230.44855;2701.41632;1441.20065;2036.41014;3911.91516;4453.70143;5541.07848;5159.12259;2474.98601;4620.16931;2430.43744;3639.44912;4123.55234;2053.72279;4046.28579;4028.39903;2614.80755;2072.1235;1834.26541;3580.61635;2510.5484;1519.22678
 Kuru Meyve ve Mamulleri  ;ISPARTA;26.46683;330.43361;78.44086;29.95888;10.43953;51.22797;15.88504;17.0625;76.46013;52.33758;94.22572;132.5959;549.77455;186.75353;159.43179;157.38408;55.79064;90.82317;117.81708;41.5835;38.7898;59.18134;127.3354;82.99739;126.85889;88.53439;74.38859;86.96068;75.25716;19.09309;38.9872;8;0.53271;94.51639;92.53939;16.59488;9.77919;91.72538;67.77336;19.93012;54.26217;68.04263;22.09361;70.49948;49.50572;9.09709;17.55;23.26846;30.09907;10.85;9.77919;87.02062;10.07481;48.36845;86.48123;74.84631;38.84945;29.71761;22.4695;90.54957;0;79.38649;7.30533;67.63008
 Madencilik Ürünleri;ISPARTA;4683.41317;4508.31242;2757.61855;3782.69964;6693.20813;7457.76588;6942.45993;6785.35375;4109.74447;5335.85668;5934.36303;8081.30055;5809.22954;6177.18447;4148.84393;4176.5416;6662.32201;8513.19516;6043.44474;6024.09316;5780.57428;6362.73108;6717.97691;4438.91816;3764.34294;3163.55344;3834.1647;4373.3788;4592.85844;6695.34675;4415.66485;7117.97359;4557.15035;4018.51593;7094.0166;5757.95701;4089.08593;5336.27893;5590.85509;4477.34688;6756.53379;6544.11931;6150.22905;6044.36535;7291.46932;4149.21691;4558.79294;6665.40628;4806.15121;5669.31431;3882.24943;3852.16249;5714.11792;6111.27903;4510.91533;7008.62939;5048.50375;6060.63521;4972.55167;4578.72076;6710.47036;7077.42827;4912.72216;6192.31394
 Makine ve Aksamları;ISPARTA;512.36733;335.67443;730.08487;1599.82009;789.02396;484.45556;719.80168;614.50789;726.18184;652.72227;1169.11035;232.84192;202.47899;445.97856;2070.0961;1968.49805;1098.71066;2121.24055;526.48841;104.50573;496.37725;438.50765;1255.87566;732.63589;1250.70824;2026.93385;1208.10067;6703.48333;3943.85308;7169.95621;1261.90551;1629.27046;634.07663;2895.8206;2573.93674;417.93471;278.02366;999.71545;6376.24908;5660.09794;9333.48821;18767.42113;1637.91796;1911.66561;1221.82389;2393.36683;530.0087;626.02962;3255.2583;114.41427;278.02366;211.95018;403.35342;451.75036;454.60369;752.21055;4003.0341;76.67681;2707.63091;799.81538;526.39713;386.99722;418.95833;2527.48689
 Meyve Sebze Mamulleri ;ISPARTA;385.62415;318.13256;134.62015;167.65765;228.8862;36.38489;278.66344;204.83011;300.66207;188.7278;42.19578;456.91017;337.11689;212.75224;54.04544;177.64093;80.4336;465.52703;402.64839;417.9453;613.47815;0.56191;245.71419;270.891;134.91106;13.75493;99.84226;687.14883;79.70989;540.25001;28.50227;104.54256;972.09217;24.40186;570.23069;2690.34507;2724.45502;663.40369;355.94299;261.23491;530.06557;663.46501;729.3148;1067.74557;288.22377;586.98106;1045.73644;721.84953;316.16613;1794.70334;2724.45502;2202.47193;3462.80681;3055.72679;1578.69224;1043.40676;603.53793;569.42078;898.55709;337.26604;1965.04459;1589.43638;1533.8218;1945.63615
 Otomotiv Endüstrisi;ISPARTA;0.40291;10.14488;11.12298;1.27842;7.14749;0.68726;3.30517;0;2.97216;0;0;22.516;0;2.77753;755.92347;0;2.38435;275.775;15.49086;0.495;38.62402;34.99685;16.63021;32.78;0.24674;0.5955;31.97245;0.2247;0;63.45268;12.3305;0.2064;28.60188;0.55;7.09319;0;8.86314;1.27804;38.15804;1.48576;18.93689;23.01806;30.07222;37.62198;1.06128;32.2955;4.86625;6.25225;6.12024;11.65242;8.86314;116.10777;0;3.26207;18.05353;103.91528;9.43537;9.71639;53.91581;10.27849;33.29506;5.811;41.59327;4.72
 Su Ürünleri ve Hayvansal Mamuller;ISPARTA;422.27762;362.44625;674.86129;1139.72626;651.69252;440.69334;357.61691;496.31816;175.19589;532.06291;803.40148;372.00951;399.72193;280.02743;396.57921;364.73352;436.7848;191.23387;339.57206;615.991;469.66166;565.62293;657.04228;192.4075;385.95948;445.73035;118.99655;0;68.512;1343.34737;0;705.77122;207.39394;657.54809;621.96248;905.19859;644.27051;309.04175;247.24273;0;736.58928;1325.74217;708.55766;548.12519;417.5218;1099.3122;151.91278;199.87486;832.689;391.87968;644.27051;239.0751;1105.68704;256.0358;1134.98172;183.30998;1683.49898;113.4661;647.87503;138.428;194.16454;891.63782;829.81927;1357.80761
 Tekstil ve Hammaddeleri;ISPARTA;937.3725;1066.56593;1010.75458;863.92201;716.00742;506.33944;1177.57215;516.91061;1178.96728;711.5477;707.90762;1075.31811;1130.39599;924.1208;982.47132;1134.83278;788.94444;1403.152;1515.25139;836.26531;897.77753;1023.61919;876.89088;941.36933;1509.51525;1286.47041;1046.22112;406.2119;667.82619;4032.6556;1283.44972;2080.37862;2984.57553;1306.99934;1968.17115;2411.88195;2831.54775;3409.04517;3058.57269;3776.3705;3336.50185;4734.94889;2930.5221;3456.34316;2991.97491;2376.38933;2430.87377;1686.93561;2098.93878;3149.61392;2831.54775;1592.79195;2589.92355;2786.11905;3185.80912;2295.90289;3044.30973;2117.24495;3251.41695;1161.41323;3892.34138;1234.08944;1701.72136;2158.63951
 Yaş Meyve ve Sebze  ;ISPARTA;947.73039;1408.04149;1309.69009;1237.68004;579.68677;8143.4361;8218.64753;3617.68165;11411.97339;1793.49723;1943.83605;862.60959;1169.72862;2065.79021;1483.35068;1020.4507;1352.18835;5262.32009;8463.42866;3454.72882;2872.11885;2197.29186;2628.26088;3257.78105;3375.80011;2435.3657;1651.96043;671.75159;6296.67219;6617.68972;24299.77821;12397.0205;11939.65175;3086.56257;4330.25154;3102.71874;3722.40002;4230.30908;5087.87102;5671.83272;3871.39155;3066.34804;7391.5216;24732.36896;18091.41171;5685.0422;2692.16126;2420.77533;9633.29373;5118.14751;3722.40002;3567.60915;5366.38307;4517.60019;7628.37264;6408.73116;5296.98807;6953.59468;6418.86775;5609.19062;9408.61594;7820.91935;5529.95353;7918.27493
TOPLAM;ISPARTA;19407.5843;20935.2571;20772.80854;24037.53108;18021.37372;29328.48619;28119.88652;30480.08874;26731.93938;20360.70573;24416.93147;23167.074;21530.80861;20299.32237;21728.90982;24063.74729;21277.69432;29368.2567;35834.80917;26351.39505;22690.95073;24633.36822;24998.53594;18523.66224;22654.44038;22163.88685;18519.82774;23068.11124;21658.25097;39549.70657;42528.54897;40471.90179;37877.05625;27032.31007;30413.44677;27480.68722;30714.26813;26609.3387;31061.86845;30701.327;38874.50725;48163.20467;36416.62479;50117.739;48343.41829;31890.20683;27531.15459;33885.88431;38314.73227;34424.8548;30507.43163;35672.36239;33642.8242;34172.86669;35711.2876;36411.74748;36979.74133;31522.74389;36089.84253;28188.88722;38756.88936;39067.58011;30133.88125;35071.59659
 Çelik;İSTANBUL;641495.0224;776131.5688;627020.0147;689882.1609;655322.7878;628062.7399;667230.9362;671178.872;444005.8725;630548.6689;732312.1527;851582.3325;875294.86;622246.44;612389.6839;713855.0577;592210.9869;779638.1739;675985.302;530350.0519;579282.8113;587861.2333;518537.8666;548106.787;586435.4559;557630.0326;549129.6986;453766.1638;390324.2118;910561.1078;576587.0543;474874.5437;889084.8837;458973.8906;594989.0706;591259.6576;1088900.807;710424.1803;552652.2522;626610.3786;767206.8518;855067.8552;1056803.03;938860.6494;1095011.021;1000437.258;1118097.479;923513.3783;726258.8962;1288025.15;1055840.858;656745.1803;970595.4145;587217.7417;1041583.523;593429.2724;782231.7745;550669.1522;870413.1632;515306.4375;1104733.292;670346.8847;521016.8811;604183.6437
 Çimento Cam Seramik ve Toprak Ürünleri;İSTANBUL;116660.2521;130823.2981;128960.71;151975.1722;144832.2669;151636.8841;136667.7415;138126.9;121848.704;116788.7935;130776.009;142739.6325;145767.7847;127726.5355;133812.1049;165334.2798;168719.6246;191387.5164;163256.2012;147034.6066;160233.2684;162553.9522;159511.6115;151019.311;144728.9215;161106.9361;160268.3661;113255.0743;125033.4407;193671.3983;161937.0342;171628.0565;176350.8814;153933.9849;165715.9351;178487.9357;185286.2313;178213.6938;136063.0557;161406.9038;197771.0283;191608.9514;280432.5171;210322.9729;246690.8373;195131.9942;200448.3968;231234.5093;198864.6598;199470.7524;185118.9608;210801.5845;191725.9177;209796.3012;204083.1701;235307.1764;164294.35;193004.6961;203044.5207;198553.6634;239287.1353;233713.3079;208459.7987;229830.7181
 Demir ve Demir Dışı Metaller ;İSTANBUL;304984.1026;323644.1783;335258.8839;400698.13;374065.9771;382589.1746;353518.3729;369302.126;276581.9976;318377.3637;351433.3067;366828.2713;380829.7108;332635.5163;336372.6844;375370.9792;369547.1591;443430.9228;370478.1506;317192.9482;334008.718;368140.9168;356506.3303;361176.9062;350368.7614;352623.8043;353575.4804;280682.4997;258998.215;505599.5821;341623.039;411165.9551;501845.3385;310686.4182;384086.6594;419516.1405;609271.429;425079.9171;398129.843;416239.8822;503844.9682;531841.1831;827991.0353;596092.6045;742928.2225;645026.9217;539015.8227;615840.7931;534420.5457;616013.2124;608738.6497;544039.7904;645806.4734;598129.4317;660253.1347;580092.1799;620593.2004;540039.0384;665486.7012;507713.6578;772548.6442;639277.8914;501376.6314;579077.813
 Deri ve Deri Mamulleri ;İSTANBUL;85956.53264;89483.89769;91572.83021;110816.3053;97859.06287;90511.48528;76063.61576;102745.3157;55957.98523;100059.3996;97212.96237;99121.62396;79863.65805;75344.81189;94907.59633;118784.2287;91973.94394;101988.4604;110254.7478;93857.48943;101374.728;104182.9316;83415.99116;72662.8763;86016.91254;94682.96077;83764.72058;28894.07815;35761.60745;68499.50378;65910.8489;81507.95558;96345.13724;65804.32459;91427.2396;91432.40773;110761.6895;69930.67541;69015.75938;84911.33355;102303.3794;94643.9979;122148.8787;100563.7343;120286.3441;79691.77042;108897.4695;138114.7683;112939.0266;123366.7569;110681.9506;110620.1156;101527.0162;106196.1191;102184.1756;96449.26576;90101.34738;98209.44318;123458.2088;113032.8002;128630.1913;139784.1465;93625.75541;95874.95735
 Diğer Sanayi Ürünleri;İSTANBUL;3608.53336;3612.65558;4044.76885;6515.92442;4210.95063;5992.62861;3943.98397;4285.83935;3720.50752;3302.12974;3510.2295;3919.08778;3741.42008;3615.91512;4372.33299;5489.97762;4433.60209;5967.12639;5407.93201;4079.37075;4327.54461;4811.3686;4971.76482;6459.81299;4331.09432;4957.75892;4394.85561;3286.27523;4080.09743;7039.56873;5228.34685;5373.5796;5978.71432;4286.50904;5561.80022;5483.55762;6849.24576;4516.34364;4372.13764;5572.64284;7040.06365;8070.92323;10591.64748;8254.88617;10940.56499;7713.79414;6945.36633;7760.01802;7350.13176;8207.96559;6848.46605;9161.65638;9671.30725;9402.17566;9233.17286;8181.91723;6253.61152;7020.01759;7954.07731;7029.66313;8850.44735;11066.4869;7492.3002;8353.57444
 Fındık ve Mamulleri ;İSTANBUL;51573.10473;62721.32134;48849.4464;44353.9359;53340.27859;58054.90118;34397.23949;28519.87176;25992.69462;24098.18131;44619.10399;61176.17381;60607.91624;49360.28838;39079.45179;30584.19174;40398.87693;45848.42881;28008.47043;26823.22082;97419.5236;113198.0106;67296.3166;46889.67519;54343.64978;41189.20039;69799.11319;69496.00662;40537.73725;43167.54935;38958.1413;38328.52897;39938.06301;38649.55625;66417.52977;50175.61918;81925.5262;62580.0815;62397.77294;53730.80771;58263.27994;54440.28527;44185.709;41414.50316;40144.16337;33632.61547;41007.48644;31741.31675;32982.3312;62853.03616;81788.48929;56338.55464;86633.58874;76438.13232;90395.13249;68548.6042;67264.67838;45537.43881;48396.10104;49246.30232;46671.27792;45560.37706;37373.43005;43868.77271
 Halı ;İSTANBUL;41199.70086;43725.27025;41452.44361;50031.87165;43295.57567;45110.80766;32515.37676;38955.70177;28989.86588;30553.59788;39080.83463;44201.83665;49602.47073;42663.95331;43726.78925;48449.64306;56506.86645;60659.29163;45013.58359;34855.95567;43608.25571;52129.27665;53795.46009;51371.50554;50021.0896;47622.52719;51632.56407;18752.07125;22416.36581;48109.38305;39209.74367;51063.07277;48761.19575;46904.8761;58140.03021;60785.60391;50375.48164;60017.96752;49119.60303;52514.86984;66688.06011;71909.12026;60840.61321;59972.99863;57453.2261;36050.74753;50528.70874;47133.49761;37066.38407;52389.26403;50373.41009;55046.39843;50453.90175;55588.64084;57303.37749;58380.52759;46681.84617;49286.08441;52844.95857;42247.12019;58928.36162;65847.42011;53264.45942;56078.56861
 Hazırgiyim ve Konfeksiyon ;İSTANBUL;1053336.845;960089.552;966232.966;1156263.524;995595.5643;1015596.144;922283.1697;1081414.052;753910.8055;945460.8771;1004052.884;1082353.115;1044952.887;978951.2002;979424.6511;1173281.533;1050697.5;1105479.812;1154125.722;955032.5126;1029708.604;1077571.027;1059222.639;914474.5579;1033439.251;1060646.004;835758.5888;349292.5413;507004.7705;884839.4452;835120.4201;1179845.835;1149296.503;1013233.6;1199547.306;1259120.945;1321880.905;1114293.22;1023788.794;1030549.085;1160967.013;1101018.084;1380341.555;1234402.73;1357692.081;905170.2118;1177573.346;1269450.304;1114150.495;1338184.276;1318382.233;1237623.65;1181501.847;1149246.862;1239202.968;1209946.293;1095330.992;1155719.246;1273657.676;1119815.601;1361430.073;1428506.72;1032457.584;1146160.245
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;İSTANBUL;172321.1775;198421.5491;177048.0438;195774.1774;175562.3883;180123.1876;146595.6182;165968.6831;120352.7169;140185.4915;167867.2865;195077.6364;198032.1207;173644.5009;188616.0706;205881.992;184495.6697;197292.3733;172775.4575;153918.0312;183404.0812;197504.3276;191677.8177;206248.7182;183034.9108;188852.1077;199518.2165;170601.0112;153481.1161;180926.0747;175377.4234;177885.5105;170554.3212;157856.0217;196467.6479;208980.9232;250677.9316;229747.8823;178610.744;198042.306;258050.3846;232284.3479;280531.6352;227867.687;298298.6713;244175.6563;199371.913;282828.0018;211710.8121;242348.4483;249937.1234;278922.1037;258896.0867;303946.1294;280955.1476;353743.0277;251219.1859;281664.4858;257660.7357;281703.2695;279276.0444;346280.5874;272402.6491;303526.1066
